league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
GER-Bundesliga,2526,Borussia M.Gladbach,Marvin Friedrich,3,2025,130,370,D S,5,143,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1576896496117115,0.1576896496117115
GER-Bundesliga,2526,Borussia M.Gladbach,Moritz Nicolas,3,2025,130,6321,GK,23,2070,0,0.0,0,0.0,0,0.3480205573141575,0,2,0,0,3.628006273880601,3.2799857202917337
GER-Bundesliga,2526,Borussia M.Gladbach,Nico Elvedi,3,2025,130,212,D,23,2070,0,0.2483602100983262,0,0.2483602100983262,0,0.20058146305382252,6,6,2,0,5.471739983186126,5.232963612303138
GER-Bundesliga,2526,Borussia M.Gladbach,Oscar Fraulo,3,2025,130,10728,S,4,30,1,0.7350285053253174,1,0.7350285053253174,0,0.0,1,0,0,0,0.8669984638690948,0.13196995854377747
GER-Bundesliga,2526,Borussia M.Gladbach,Philipp Sander,3,2025,130,12915,D M S,19,1488,1,0.6714221434667706,1,0.6714221434667706,0,0.39608350582420826,17,6,1,0,5.690943915396929,5.299149367958307
GER-Bundesliga,2526,Borussia M.Gladbach,Robin Hack,3,2025,130,6351,M S,4,247,0,0.4066634960472584,0,0.4066634960472584,0,0.7818083986639977,8,10,0,0,1.0721221566200256,0.20326076820492744
GER-Bundesliga,2526,Borussia M.Gladbach,Rocco Reitz,3,2025,130,8826,M,22,1910,0,1.7422041790559888,0,1.7422041790559888,2,2.2189277978613973,32,21,5,0,8.312935480847955,5.622910926118493
GER-Bundesliga,2526,Borussia M.Gladbach,Shuto Machino,3,2025,130,12934,F M S,22,797,3,2.6042053028941154,3,2.6042053028941154,0,1.0083171147853136,16,12,1,0,4.715334604494274,1.4512889087200165
GER-Bundesliga,2526,Borussia M.Gladbach,Tim Kleindienst,3,2025,130,6142,S,2,2,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,Borussia M.Gladbach,Wael Mohya,3,2025,130,14123,S,7,133,0,0.1866571344435215,0,0.1866571344435215,0,0.027726881206035614,4,1,0,0,0.5508585534989834,0.3637159466743469
GER-Bundesliga,2526,Borussia M.Gladbach,Yannick Engelhardt,3,2025,130,10497,M S,21,1633,2,1.7873859172686934,2,1.7873859172686934,1,0.666916623711586,15,9,4,0,6.474934948608279,5.006034513935447
GER-Bundesliga,2526,Eintracht Frankfurt,Ansgar Knauff,3,2025,132,8989,F M S,20,992,4,3.334427412599325,4,3.334427412599325,1,2.6085463538765907,26,16,2,0,8.318106705322862,3.146936694160104
GER-Bundesliga,2526,Eintracht Frankfurt,Arnaud Kalimuendo Muinga,3,2025,132,8056,F S,8,504,3,2.50299634039402,3,2.50299634039402,1,0.6671469956636429,14,3,3,0,4.489952802658081,1.4207701236009598
GER-Bundesliga,2526,Eintracht Frankfurt,Arthur Theate,3,2025,132,9999,D,19,1705,1,1.006389000453055,1,1.006389000453055,0,0.43156967125833035,10,10,8,0,8.405279777944088,7.533075377345085
GER-Bundesliga,2526,Eintracht Frankfurt,Aurèle Amenda,3,2025,132,12955,D S,13,680,0,0.8457963466644287,0,0.8457963466644287,0,0.08957750350236893,4,1,3,0,2.07156839966774,2.021948605775833
GER-Bundesliga,2526,Eintracht Frankfurt,Aurélio Buta,3,2025,132,11311,D S,4,131,0,0.029344476759433746,0,0.029344476759433746,0,0.07674846798181534,1,1,1,0,0.22252386063337326,0.14577539265155792
GER-Bundesliga,2526,Eintracht Frankfurt,Ayoube Amaimouni-Echghouyab,3,2025,132,14331,D S,7,188,2,0.2118367739021778,2,0.2118367739021778,1,0.12900928780436516,5,2,1,0,0.4033588171005249,0.1915220469236374
GER-Bundesliga,2526,Eintracht Frankfurt,Can Uzun,3,2025,132,12954,M S,14,817,6,2.734463332220912,5,1.9766866397112608,3,2.259539982303977,27,13,2,0,6.394031405448914,2.5789587572216988
GER-Bundesliga,2526,Eintracht Frankfurt,Elias Baum,3,2025,132,12250,S,2,23,0,0.0,0,0.0,0,0.0,0,0,0,0,0.05371325835585594,0.05371325835585594
GER-Bundesliga,2526,Eintracht Frankfurt,Ellyes Skhiri,3,2025,132,3347,D M S,15,1016,0,0.5164884962141514,0,0.5164884962141514,0,0.2419943269342184,5,5,0,1,4.514940245077014,4.144678354263306
GER-Bundesliga,2526,Eintracht Frankfurt,Farès Chaïbi,3,2025,132,10792,M S,17,1208,1,1.7917647995054722,1,1.7917647995054722,7,2.8663588371127844,17,24,1,0,7.25582592189312,3.617961533367634
GER-Bundesliga,2526,Eintracht Frankfurt,Hugo Larsson,3,2025,132,11911,M S,16,1070,1,0.7868060655891895,1,0.7868060655891895,2,0.7942090816795826,7,11,0,0,3.424924649298191,2.402635380625725
GER-Bundesliga,2526,Eintracht Frankfurt,Jean Négoce,3,2025,132,10830,F M S,20,918,2,1.5013325763866305,2,1.5013325763866305,3,2.917883764952421,15,21,1,0,6.723603460937738,3.35990297049284
GER-Bundesliga,2526,Eintracht Frankfurt,Jessic Ngankam,3,2025,132,8396,S,3,50,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,Eintracht Frankfurt,Jonathan Burkardt,3,2025,132,7108,F S,11,727,9,8.771456681191921,7,7.2559032663702965,0,0.22233903408050537,26,6,1,0,8.394528783857822,2.0885706916451454
GER-Bundesliga,2526,Eintracht Frankfurt,Kauã Santos,3,2025,132,12075,GK,12,1080,0,0.0,0,0.0,0,0.0,0,0,0,0,2.191868357360363,2.191868357360363
GER-Bundesliga,2526,Eintracht Frankfurt,Love Arrhov,3,2025,132,14415,S,1,6,0,0.0,0,0.0,0,0.0,0,0,1,0,0.0,0.0
GER-Bundesliga,2526,Eintracht Frankfurt,Mahmoud Dahoud,3,2025,132,205,F M S,13,636,2,0.7575652450323105,2,0.7575652450323105,2,0.2612789999693632,15,6,0,0,3.110726645216346,2.3935306295752525
GER-Bundesliga,2526,Eintracht Frankfurt,Mario Götze,3,2025,132,422,M S,17,696,0,0.3449149802327156,0,0.3449149802327156,0,1.8362236972898245,4,10,1,0,3.2919810451567173,2.1221678592264652
GER-Bundesliga,2526,Eintracht Frankfurt,Michael Zetterer,3,2025,132,126,GK,11,990,0,0.0,0,0.0,0,0.0,0,0,0,0,2.4062222614884377,2.4062222614884377
GER-Bundesliga,2526,Eintracht Frankfurt,Michy Batshuayi,3,2025,132,1678,F S,6,123,1,1.0145394168794155,0,0.2567627318203449,0,0.18608162552118301,5,2,0,0,0.48219047114253044,0.17199566960334778
GER-Bundesliga,2526,Eintracht Frankfurt,Nathaniel Brown,3,2025,132,13122,D M S,22,1719,3,1.544378474354744,3,1.544378474354744,4,2.744278147816658,14,22,3,0,7.254622042179108,4.004132254049182
GER-Bundesliga,2526,Eintracht Frankfurt,Nnamdi Collins,3,2025,132,12430,D S,19,1153,1,0.32930547185242176,1,0.32930547185242176,1,0.3977755010128021,2,2,3,0,5.899591490626335,5.172510530799627
GER-Bundesliga,2526,Eintracht Frankfurt,Oscar Højlund,3,2025,132,12952,M S,16,585,0,0.24501136504113674,0,0.24501136504113674,1,0.2518363296985626,2,3,1,1,1.7503821924328804,1.5783203449100256
GER-Bundesliga,2526,Eintracht Frankfurt,Rasmus Kristensen,3,2025,132,10750,D S,19,1438,2,1.1042318940162659,2,1.1042318940162659,0,1.3801484052091837,14,8,4,0,6.180345602333546,5.220411524176598
GER-Bundesliga,2526,Eintracht Frankfurt,Ritsu Doan,3,2025,132,8791,D F M,23,1928,4,3.4028477780520916,4,3.4028477780520916,5,5.422894261777401,30,30,2,0,10.659818766638637,5.313433723524213
GER-Bundesliga,2526,Eintracht Frankfurt,Robin Koch,3,2025,132,6273,D,22,1957,3,1.718471361324191,3,1.718471361324191,0,0.1911806408315897,11,6,1,0,4.977743070572615,4.784427963197231
GER-Bundesliga,2526,Eintracht Frankfurt,Sepe Elye Wahi,3,2025,132,9182,F S,10,309,0,1.0327077973634005,0,1.0327077973634005,1,0.5964227598160505,7,4,1,0,1.7842910178005695,0.2781498059630394
GER-Bundesliga,2526,Eintracht Frankfurt,Younes Ebnoutalib,3,2025,132,14329,F,2,109,1,0.4411657452583313,1,0.4411657452583313,0,0.1448395550251007,3,2,0,0,0.6283156871795654,0.09378467500209808
GER-Bundesliga,2526,FC Cologne,Alessio Castro-Montes,3,2025,134,14025,D S,8,426,0,0.1609742334112525,0,0.1609742334112525,3,1.7731760889291763,3,16,2,0,3.5512535572052,2.1033997014164925
GER-Bundesliga,2526,FC Cologne,Cenk Özkacar,3,2025,134,9015,D S,14,848,0,0.5697872396558523,0,0.5697872396558523,0,0.1350058726966381,5,3,1,0,1.523217773064971,1.5106161516159773
GER-Bundesliga,2526,FC Cologne,Denis Huseinbasic,3,2025,134,11074,M S,14,659,0,0.2053355174139142,0,0.2053355174139142,0,0.2871539294719696,6,4,1,0,1.702679993584752,1.3066352140158415
GER-Bundesliga,2526,FC Cologne,Dominique Heintz,3,2025,134,129,D S,7,379,0,0.0,0,0.0,0,0.07533709704875946,0,1,0,0,0.7893091775476933,0.7139720823615789
GER-Bundesliga,2526,FC Cologne,Eric Martel,3,2025,134,9053,D M S,22,1816,1,0.7385427970439196,1,0.7385427970439196,2,1.884604437276721,10,11,6,0,6.6989764757454395,5.43202817812562
GER-Bundesliga,2526,FC Cologne,Florian Kainz,3,2025,134,5231,M S,11,216,1,0.9068572148680687,1,0.9068572148680687,0,0.21057599410414696,7,6,0,0,1.876890242099762,1.0054945424199104
GER-Bundesliga,2526,FC Cologne,Fynn Schenten,3,2025,134,14253,F S,6,81,0,0.030162783339619637,0,0.030162783339619637,0,0.36186322569847107,1,1,0,0,0.3920260090380907,0.36186322569847107
GER-Bundesliga,2526,FC Cologne,Gian-Luca Waldschmidt,3,2025,134,294,F M S,16,413,3,3.6855050399899483,2,2.9277283772826195,3,2.011056562885642,13,9,0,0,5.464193381369114,0.9902751883491874
GER-Bundesliga,2526,FC Cologne,Jahmai Simpson-Pusey,3,2025,134,13185,D S,4,288,0,0.13654818385839462,0,0.13654818385839462,0,0.037222620099782944,3,1,0,0,0.9425877053290606,0.9053650815039873
GER-Bundesliga,2526,FC Cologne,Jakub Kaminski,3,2025,134,10732,D F M,23,2053,5,4.2727395705878735,5,4.2727395705878735,2,3.861064678058028,39,32,1,0,12.244727525860071,6.474506378173828
GER-Bundesliga,2526,FC Cologne,Jan Thielmann,3,2025,134,8205,D F M S,19,1325,3,1.800755564123392,3,1.800755564123392,1,0.5248632412403822,21,7,3,0,6.210814358666539,4.337866684421897
GER-Bundesliga,2526,FC Cologne,Joël Schmied,3,2025,134,13907,D S,13,964,0,0.21173877269029617,0,0.21173877269029617,0,0.14580537378787994,3,2,4,0,2.395489513874054,2.298329332843423
GER-Bundesliga,2526,FC Cologne,Jusuf Gazibegovic,3,2025,134,13912,S,1,17,0,0.0,0,0.0,0,0.0,0,0,0,0,0.04475236311554909,0.04475236311554909
GER-Bundesliga,2526,FC Cologne,Kristoffer Lund,3,2025,134,13909,D M S,22,1459,0,0.43311042711138725,0,0.43311042711138725,1,1.1245173066854477,14,14,1,0,5.891961261630058,4.86971290782094
GER-Bundesliga,2526,FC Cologne,Linton Maina,3,2025,134,6638,D F M S,14,611,2,1.047256214544177,2,1.047256214544177,0,0.6175683261826634,16,7,0,0,2.6220947578549385,1.1211641281843185
GER-Bundesliga,2526,FC Cologne,Marius Bülter,3,2025,134,7879,F M S,21,1107,3,3.308103835210204,3,3.308103835210204,3,3.91012223996222,34,20,3,0,8.784575127065182,3.500779764726758
GER-Bundesliga,2526,FC Cologne,Marvin Schwäbe,3,2025,134,4376,GK,23,2070,0,0.0,0,0.0,0,0.36419060826301575,0,1,0,0,4.594936169683933,4.230745531618595
GER-Bundesliga,2526,FC Cologne,Ragnar Ache,3,2025,134,8869,F S,22,1190,5,7.6305844858288765,5,7.6305844858288765,3,2.4393685702234507,39,22,2,0,9.330564484000206,1.9824736239388585
GER-Bundesliga,2526,FC Cologne,Rav van den Berg,3,2025,134,13913,D S,9,688,0,0.0,0,0.0,0,0.0,0,0,0,1,1.6514686793088913,1.6514686793088913
GER-Bundesliga,2526,FC Cologne,Said El Mala,3,2025,134,13911,F M S,23,1112,8,7.589153544977307,8,7.589153544977307,3,1.615403439849615,47,10,1,0,9.997411832213402,2.0690536573529243
GER-Bundesliga,2526,FC Cologne,Sebastian Sebulonsen,3,2025,134,13908,D S,23,1886,0,1.2105810660868883,0,1.2105810660868883,0,2.117011910304427,24,16,4,0,9.021623577922583,6.7851466201245785
GER-Bundesliga,2526,FC Cologne,Timo Hübers,3,2025,134,6403,D,8,681,0,0.0,0,0.0,0,0.0,0,0,0,0,2.0205610003322363,2.0205610003322363
GER-Bundesliga,2526,FC Cologne,Tom Krauß,3,2025,134,8092,D M S,19,1285,0,0.37441524118185043,0,0.37441524118185043,1,0.887312438338995,8,9,4,0,5.796429228037596,4.957354959100485
GER-Bundesliga,2526,FC Cologne,Youssoupha Niang,3,2025,134,14337,S,3,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,FC Cologne,Ísak Bergmann Jóhannesson,3,2025,134,13910,M S,21,1198,1,0.7706330455839634,1,0.7706330455839634,1,1.6295759305357933,5,20,3,0,5.0237321220338345,3.7019474897533655
GER-Bundesliga,2526,FC Heidenheim,Adam Kölle,3,2025,280,13862,S,6,73,1,1.0184025764465332,1,1.0184025764465332,0,0.03532744571566582,3,1,1,0,0.1584107019007206,0.03532744571566582
GER-Bundesliga,2526,FC Heidenheim,Adrian Beck,3,2025,280,11855,M S,18,735,1,0.9175612106919289,1,0.9175612106919289,0,0.831146102398634,10,13,0,0,3.6145219765603542,2.6380457635968924
GER-Bundesliga,2526,FC Heidenheim,Arijon Ibrahimovic,3,2025,280,10248,D F M S,23,1701,1,4.465191571041942,0,3.707414908334613,2,3.9121379014104605,38,43,1,0,7.064703293144703,1.941758238710463
GER-Bundesliga,2526,FC Heidenheim,Benedikt Gimber,3,2025,280,11864,D S,16,1143,0,0.4965052902698517,0,0.4965052902698517,0,0.21245378255844116,4,1,6,0,1.098942618817091,1.0392912961542606
GER-Bundesliga,2526,FC Heidenheim,Budu Zivzivadze,3,2025,280,13323,F S,10,414,1,2.397713288664818,1,2.397713288664818,0,0.13463463634252548,9,3,1,1,2.556677930057049,0.2098880633711815
GER-Bundesliga,2526,FC Heidenheim,Christian Conteh,3,2025,280,14451,M,2,135,0,0.13346002995967865,0,0.13346002995967865,0,0.0,3,0,0,0,0.14520622789859772,0.011746210977435112
GER-Bundesliga,2526,FC Heidenheim,Diant Ramaj,3,2025,280,9753,GK,23,2070,0,0.0,0,0.0,0,0.0,0,0,1,0,3.0415255296975374,3.0415255296975374
GER-Bundesliga,2526,FC Heidenheim,Eren Sami Dinkci,3,2025,280,9201,F M S,12,609,1,1.336973799392581,1,1.336973799392581,1,0.46584339067339897,14,5,1,0,2.146861247718334,0.7989247590303421
GER-Bundesliga,2526,FC Heidenheim,Hennes Behrens,3,2025,280,13414,D S,5,369,0,0.08843722566962242,0,0.08843722566962242,0,0.8795956950634718,3,4,0,0,1.0054204761981964,0.9593446925282478
GER-Bundesliga,2526,FC Heidenheim,Jan Schöppner,3,2025,280,11865,M S,21,1463,1,0.9021462500095367,1,0.9021462500095367,1,1.38027373701334,18,6,4,0,3.9527807543054223,2.5529058603569865
GER-Bundesliga,2526,FC Heidenheim,Jonas Föhrenbach,3,2025,280,5347,D M S,19,1660,1,0.5712428074330091,1,0.5712428074330091,1,2.2328514009714127,5,21,3,0,3.3635616889223456,2.2278391337022185
GER-Bundesliga,2526,FC Heidenheim,Julian Niehues,3,2025,280,13429,M S,18,1092,3,2.049314549192786,3,2.049314549192786,0,0.5979146659374237,16,3,1,0,3.166976470500231,1.8274735808372498
GER-Bundesliga,2526,FC Heidenheim,Leart Paqarada,3,2025,280,11892,D,1,6,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,FC Heidenheim,Leonidas Stergiou,3,2025,280,11975,D S,3,103,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0721588060259819,0.0721588060259819
GER-Bundesliga,2526,FC Heidenheim,Luca Kerber,3,2025,280,12987,M S,11,392,0,0.34473102167248726,0,0.34473102167248726,0,0.15216649509966373,4,2,2,0,0.7812620811164379,0.5324585903435946
GER-Bundesliga,2526,FC Heidenheim,Léo Scienza,3,2025,280,12986,M,2,180,1,0.1424524337053299,1,0.1424524337053299,0,1.3223831057548523,4,3,0,0,1.1770203709602356,0.7020066827535629
GER-Bundesliga,2526,FC Heidenheim,Marnon Busch,3,2025,280,4312,D M S,20,1206,0,0.39567278418689966,0,0.39567278418689966,2,1.7532516811043024,6,12,2,0,3.063740450888872,1.8301867917180061
GER-Bundesliga,2526,FC Heidenheim,Marvin Pieringer,3,2025,280,11856,F S,17,1021,2,2.6644663475453854,2,2.6644663475453854,0,0.8646400049328804,19,10,2,0,3.8186783846467733,0.9608581606298685
GER-Bundesliga,2526,FC Heidenheim,Mathias Honsak,3,2025,280,11917,F M S,19,947,0,1.6153304185718298,0,1.6153304185718298,0,1.2883216794580221,23,8,1,0,4.276038434356451,1.9004238694906235
GER-Bundesliga,2526,FC Heidenheim,Mikkel Kaufmann,3,2025,280,12053,F S,13,481,1,1.3755719233304262,1,1.3755719233304262,1,1.2740651369094849,11,4,2,0,1.8558104429394007,0.10937948524951935
GER-Bundesliga,2526,FC Heidenheim,Niklas Dorsch,3,2025,280,6411,M S,21,1466,0,0.5254327058792114,0,0.5254327058792114,0,1.4692411692813039,13,15,1,0,5.118426568806171,4.78119195625186
GER-Bundesliga,2526,FC Heidenheim,Omar Traoré,3,2025,280,11859,D S,21,1264,0,0.19597046170383692,0,0.19597046170383692,2,1.4267392195761204,8,12,2,0,2.930035828612745,2.3769820742309093
GER-Bundesliga,2526,FC Heidenheim,Patrick Mainka,3,2025,280,11853,D,23,2070,1,1.7191526591777802,1,1.7191526591777802,1,1.0566893704235554,23,8,2,0,5.1663233963772655,4.739293976686895
GER-Bundesliga,2526,FC Heidenheim,Sirlord Conteh,3,2025,280,12988,F M S,12,494,2,3.1821698397397995,2,3.1821698397397995,1,0.490153968334198,10,7,1,0,3.182174390181899,0.48985797725617886
GER-Bundesliga,2526,FC Heidenheim,Stefan Schimmer,3,2025,280,11861,F S,18,559,5,4.53482411801815,5,4.53482411801815,1,1.6511298958212137,27,12,1,0,7.002408768981695,1.3862062525004148
GER-Bundesliga,2526,FC Heidenheim,Thomas Keller,3,2025,280,12023,D S,4,193,0,0.05427293013781309,0,0.05427293013781309,0,0.0,2,0,1,0,0.12361487094312906,0.11296646483242512
GER-Bundesliga,2526,FC Heidenheim,Tim Siersleben,3,2025,280,8854,D S,14,1084,0,0.6296908538788557,0,0.6296908538788557,0,0.11557023227214813,5,2,2,0,1.3642809763550758,1.074270966462791
GER-Bundesliga,2526,FC Heidenheim,Tobias Weigel,3,2025,280,14096,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.03532744571566582,0.03532744571566582
GER-Bundesliga,2526,FC Heidenheim,Yannik Wagner,3,2025,280,13863,S,4,31,0,0.024279415607452393,0,0.024279415607452393,0,0.2785300724208355,1,3,0,0,0.265305258333683,0.07995288819074631
GER-Bundesliga,2526,Freiburg,Anthony Jung,3,2025,135,5217,D S,10,473,0,0.03665805235505104,0,0.03665805235505104,0,0.2152542881667614,1,3,2,0,1.2904653549194336,1.1594009175896645
GER-Bundesliga,2526,Freiburg,Bruno Ogbus,3,2025,135,12926,D S,7,487,0,0.3500305414199829,0,0.3500305414199829,0,0.0,3,0,0,0,0.8162110410630703,0.5003551207482815
GER-Bundesliga,2526,Freiburg,Christian Günter,3,2025,135,4243,D S,16,998,0,0.35443346202373505,0,0.35443346202373505,2,1.3201232571154833,7,15,1,0,3.843622663989663,2.8393238354474306
GER-Bundesliga,2526,Freiburg,Cyriaque Irié,3,2025,135,13864,M S,3,95,0,0.11407914757728577,0,0.11407914757728577,0,0.02767897956073284,2,1,1,0,0.22595010697841644,0.11187096312642097
GER-Bundesliga,2526,Freiburg,Derry Scherhant,3,2025,135,10860,M S,20,676,4,2.194896756671369,4,2.194896756671369,0,0.6500271577388048,25,12,1,0,2.6098174937069416,0.5454016625881195
GER-Bundesliga,2526,Freiburg,Igor Matanovic,3,2025,135,12953,F S,20,730,6,5.667198721319437,5,4.151645313948393,1,0.944596579298377,29,7,0,0,4.620509983040392,0.4957608785480261
GER-Bundesliga,2526,Freiburg,Jan-Niklas Beste,3,2025,135,11982,M S,18,1225,1,2.4502394311130047,1,2.4502394311130047,2,2.7916162870824337,17,26,5,0,6.977947406470776,3.432757906615734
GER-Bundesliga,2526,Freiburg,Johan Manzambi,3,2025,135,13102,M S,18,1420,3,1.5479315873235464,3,1.5479315873235464,2,1.9692487232387066,29,12,4,2,6.601891081780195,4.928969228640199
GER-Bundesliga,2526,Freiburg,Jordy Makengo,3,2025,135,12070,D S,13,828,0,0.0,0,0.0,0,0.21329142525792122,0,3,1,0,1.4305813144892454,1.4305813144892454
GER-Bundesliga,2526,Freiburg,Junior Adamu,3,2025,135,12069,F S,9,456,1,1.7867614552378654,1,1.7867614552378654,1,1.2455768771469593,8,5,1,0,2.3196257650852203,0.8252495266497135
GER-Bundesliga,2526,Freiburg,Lucas Höler,3,2025,135,6475,F M S,22,1393,1,3.1133110281080008,1,3.1133110281080008,1,1.3486025109887123,20,17,0,0,5.626107854768634,1.888295840471983
GER-Bundesliga,2526,Freiburg,Lukas Kübler,3,2025,135,5263,D S,16,1234,2,2.631019704043865,2,2.631019704043865,1,0.9086428210139275,18,8,2,0,3.8300196044147015,2.666198441758752
GER-Bundesliga,2526,Freiburg,Matthias Ginter,3,2025,135,315,D,22,1980,1,0.6047866996377707,1,0.6047866996377707,2,1.7659618593752384,11,10,1,0,7.852578766644001,6.8999918438494205
GER-Bundesliga,2526,Freiburg,Max Rosenfelder,3,2025,135,12626,D S,12,476,0,0.017270773649215698,0,0.017270773649215698,0,0.0,1,0,0,0,0.7206106707453728,0.7206106707453728
GER-Bundesliga,2526,Freiburg,Maximilian Eggestein,3,2025,135,125,M,23,2070,2,2.7817964386194944,2,2.7817964386194944,0,1.198701649904251,35,14,3,0,7.879647571593523,5.841531399637461
GER-Bundesliga,2526,Freiburg,Merlin Röhl,3,2025,135,11331,S,2,52,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5478483885526657,0.5478483885526657
GER-Bundesliga,2526,Freiburg,Nicolas Höfler,3,2025,135,4250,S,6,51,0,0.07480369322001934,0,0.07480369322001934,0,0.0,2,0,0,0,0.36123427748680115,0.36123427748680115
GER-Bundesliga,2526,Freiburg,Noah Atubolu,3,2025,135,10160,GK,23,2070,0,0.0,0,0.0,0,0.3081289026886225,0,2,0,0,3.3493769876658916,3.0412480924278498
GER-Bundesliga,2526,Freiburg,Patrick Osterhage,3,2025,135,9711,M S,18,1105,1,1.2812672033905983,1,1.2812672033905983,0,0.33297303691506386,7,6,4,0,3.0878038182854652,1.5657243579626083
GER-Bundesliga,2526,Freiburg,Philipp Lienhart,3,2025,135,2611,D S,12,904,0,0.8052568137645721,0,0.8052568137645721,0,0.12085419148206711,5,3,2,1,4.039544573053718,4.009935459122062
GER-Bundesliga,2526,Freiburg,Philipp Treu,3,2025,135,12976,D M S,19,1452,1,0.7735996916890144,1,0.7735996916890144,1,0.8926952984184027,11,13,2,0,4.23133653216064,2.890041997656226
GER-Bundesliga,2526,Freiburg,Vincenzo Grifo,3,2025,135,5266,M S,23,1147,6,4.294989798218012,2,1.263963494449854,1,3.9253658279776573,19,28,0,0,6.974754836410284,3.7313268333673477
GER-Bundesliga,2526,Freiburg,Yuito Suzuki,3,2025,135,11354,M S,18,1154,3,3.1524653285741806,3,3.1524653285741806,2,1.4438110757619143,30,17,2,0,5.0327280312776566,1.3558310940861702
GER-Bundesliga,2526,Hamburger SV,Aboubaka Soumahoro,3,2025,118,13927,D S,4,140,0,0.0,0,0.0,0,0.020567389205098152,0,1,1,0,0.0691862553358078,0.0691862553358078
GER-Bundesliga,2526,Hamburger SV,Albert Sambi Lokonga,3,2025,118,9689,M S,16,1075,4,1.0194538366049528,4,1.0194538366049528,0,1.0265113934874535,14,17,2,0,4.162484385073185,2.8640920110046864
GER-Bundesliga,2526,Hamburger SV,Alexander Røssing-Lelesiit,3,2025,118,13926,F M S,11,319,0,0.08903256431221962,0,0.08903256431221962,1,0.7265190482139587,2,5,1,1,0.8746454827487469,0.05909386835992336
GER-Bundesliga,2526,Hamburger SV,Bakery Jatta,3,2025,118,5225,D M S,10,677,0,0.6220819428563118,0,0.6220819428563118,1,0.23038068041205406,6,4,0,0,2.010330952703953,1.2497835475951433
GER-Bundesliga,2526,Hamburger SV,Damion Downs,3,2025,118,11411,F S,4,273,0,0.34479859843850136,0,0.34479859843850136,0,0.5597766451537609,5,4,0,0,1.0397449433803558,0.13516972213983536
GER-Bundesliga,2526,Hamburger SV,Daniel Elfadli,3,2025,118,13920,D S,16,1024,0,0.09667765721678734,0,0.09667765721678734,0,0.17046347633004189,2,2,3,1,1.6793869212269783,1.5827092751860619
GER-Bundesliga,2526,Hamburger SV,Daniel Heuer Fernandes,3,2025,118,5283,GK,22,1980,0,0.12809063494205475,0,0.12809063494205475,0,0.0,1,0,3,0,3.781513847410679,3.781513847410679
GER-Bundesliga,2526,Hamburger SV,Emir Sahiti,3,2025,118,13924,F,2,124,0,0.0,0,0.0,0,0.013570391573011875,0,1,0,0,0.013570391573011875,0.0
GER-Bundesliga,2526,Hamburger SV,Fabio Baldé,3,2025,118,14036,F S,11,288,0,0.4062047265470028,0,0.4062047265470028,1,1.222242034971714,5,4,0,0,1.8220521919429302,0.3657553866505623
GER-Bundesliga,2526,Hamburger SV,Fábio Vieira,3,2025,118,11007,F M S,17,1265,3,3.199370420537889,2,2.4415936833247542,4,3.076237378641963,37,23,1,2,8.668244566768408,4.329534888267517
GER-Bundesliga,2526,Hamburger SV,Giorgi Gocholeishvili,3,2025,118,13921,D S,18,750,0,0.9689812874421477,0,0.9689812874421477,1,0.6386436335742474,13,9,1,1,3.036925822496414,1.6474941913038492
GER-Bundesliga,2526,Hamburger SV,Guilherme Ramos,3,2025,118,9731,S,8,31,0,0.12104368209838867,0,0.12104368209838867,0,0.0,1,0,0,0,0.1867151726037264,0.1867151726037264
GER-Bundesliga,2526,Hamburger SV,Immanuel Pherai,3,2025,118,8405,S,6,19,0,0.02896745502948761,0,0.02896745502948761,0,0.0,1,0,0,1,0.15311477333307266,0.15311477333307266
GER-Bundesliga,2526,Hamburger SV,Jean-Luc Dompe,3,2025,118,5969,F M S,15,997,2,1.3499707309529185,2,1.3499707309529185,0,3.428663447499275,21,29,0,0,5.014746516942978,1.2789674364030361
GER-Bundesliga,2526,Hamburger SV,Jonas Meffert,3,2025,118,5346,M S,4,134,0,0.0,0,0.0,0,0.127674862742424,0,2,0,0,0.3951718807220459,0.2674970142543316
GER-Bundesliga,2526,Hamburger SV,Jordan Torunarigha,3,2025,118,5238,D S,13,1056,0,0.01771662011742592,0,0.01771662011742592,0,0.06917020678520203,1,1,1,0,1.3918128167279065,1.3740961705334485
GER-Bundesliga,2526,Hamburger SV,Luka Vuskovic,3,2025,118,13725,D,19,1710,4,2.4213626850396395,4,2.4213626850396395,0,0.298357761465013,21,8,5,0,5.311898631043732,5.067144885659218
GER-Bundesliga,2526,Hamburger SV,Miro Muheim,3,2025,118,13922,D M S,22,1913,0,1.2573005352169275,0,1.2573005352169275,4,3.125522783026099,21,36,4,0,5.639703784137964,4.37814230658114
